id,geographic_area_name,estimate_total,estimate_total_less_than_10_minutes,estimate_total_10_to_14_minutes,estimate_total_15_to_19_minutes,estimate_total_20_to_24_minutes,estimate_total_25_to_29_minutes,estimate_total_30_to_34_minutes,estimate_total_35_to_44_minutes,estimate_total_45_to_59_minutes,estimate_total_60_or_more_minutes,estimate_total_public_transportation_excluding_taxicab,estimate_total_public_transportation_excluding_taxicab_less_than_10_minutes,estimate_total_public_transportation_excluding_taxicab_10_to_14_minutes,estimate_total_public_transportation_excluding_taxicab_15_to_19_minutes,estimate_total_public_transportation_excluding_taxicab_20_to_24_minutes,estimate_total_public_transportation_excluding_taxicab_25_to_29_minutes,estimate_total_public_transportation_excluding_taxicab_30_to_34_minutes,estimate_total_public_transportation_excluding_taxicab_35_to_44_minutes,estimate_total_public_transportation_excluding_taxicab_45_to_59_minutes,estimate_total_public_transportation_excluding_taxicab_60_or_more_minutes,estimate_total_public_transportation_excluding_taxicab_bus,estimate_total_public_transportation_excluding_taxicab_bus_less_than_10_minutes,estimate_total_public_transportation_excluding_taxicab_bus_10_to_14_minutes,estimate_total_public_transportation_excluding_taxicab_bus_15_to_19_minutes,estimate_total_public_transportation_excluding_taxicab_bus_20_to_24_minutes,estimate_total_public_transportation_excluding_taxicab_bus_25_to_29_minutes,estimate_total_public_transportation_excluding_taxicab_bus_30_to_34_minutes,estimate_total_public_transportation_excluding_taxicab_bus_35_to_44_minutes,estimate_total_public_transportation_excluding_taxicab_bus_45_to_59_minutes,estimate_total_public_transportation_excluding_taxicab_bus_60_or_more_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_less_than_10_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_10_to_14_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_15_to_19_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_20_to_24_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_25_to_29_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_30_to_34_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_35_to_44_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_45_to_59_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_60_or_more_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_less_than_10_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_10_to_14_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_15_to_19_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_20_to_24_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_25_to_29_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_30_to_34_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_35_to_44_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_45_to_59_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_60_or_more_minutes,estimate_total_walked,estimate_total_walked_less_than_10_minutes,estimate_total_walked_10_to_14_minutes,estimate_total_walked_15_to_19_minutes,estimate_total_walked_20_to_24_minutes,estimate_total_walked_25_to_29_minutes,estimate_total_walked_30_to_34_minutes,estimate_total_walked_35_to_44_minutes,estimate_total_walked_45_to_59_minutes,estimate_total_walked_60_or_more_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means,estimate_total_taxicab_motorcycle_bicycle_or_other_means_less_than_10_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_10_to_14_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_15_to_19_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_20_to_24_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_25_to_29_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_30_to_34_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_35_to_44_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_45_to_59_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_60_or_more_minutes
1500000US530330303104,"Block Group 4, Census Tract 303.10, King County, Washington",909,116,21,48,112,117,74,85,64,272,61,0,0,0,0,0,0,0,17,44,61,0,0,0,0,0,0,0,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0
1500000US530330303111,"Block Group 1, Census Tract 303.11, King County, Washington",562,16,67,92,67,53,132,40,7,88,11,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,10,8,0,0,0,0,0
1500000US530330303112,"Block Group 2, Census Tract 303.11, King County, Washington",826,38,85,82,86,28,40,80,132,255,79,0,0,0,11,0,0,8,0,60,66,0,0,0,11,0,0,8,0,47,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330303113,"Block Group 3, Census Tract 303.11, King County, Washington",783,53,53,65,47,59,111,124,77,194,188,0,0,34,0,0,40,16,33,65,188,0,0,34,0,0,40,16,33,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13
1500000US530330303114,"Block Group 4, Census Tract 303.11, King County, Washington",295,0,58,7,30,0,41,31,25,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330303121,"Block Group 1, Census Tract 303.12, King County, Washington",474,0,112,39,66,0,73,19,60,105,15,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0
1500000US530330303122,"Block Group 2, Census Tract 303.12, King County, Washington",519,60,35,71,107,19,40,29,67,91,76,0,0,0,60,0,0,0,0,16,76,0,0,0,60,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330303123,"Block Group 3, Census Tract 303.12, King County, Washington",470,35,0,22,57,0,93,80,93,90,18,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0
1500000US530330303124,"Block Group 4, Census Tract 303.12, King County, Washington",707,0,53,74,102,63,127,62,89,137,58,0,0,0,0,0,0,0,11,47,45,0,0,0,0,0,0,0,11,34,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330303131,"Block Group 1, Census Tract 303.13, King County, Washington",351,50,65,17,45,21,20,22,53,58,13,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,11
1500000US530330303132,"Block Group 2, Census Tract 303.13, King County, Washington",1282,205,142,302,120,55,86,61,117,194,130,0,0,0,0,0,0,8,0,122,130,0,0,0,0,0,0,8,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,8,37,0,0,12,0,0,0,41,0,32,0,0,0,0,0,0,9
1500000US530330303141,"Block Group 1, Census Tract 303.14, King County, Washington",810,178,77,85,117,110,130,27,21,65,29,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,25,0,0,0,19,0,0,0,0,43,0,0,0,43,0,0,0,0,0
1500000US530330303142,"Block Group 2, Census Tract 303.14, King County, Washington",524,0,21,51,44,38,72,56,57,185,24,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330303143,"Block Group 3, Census Tract 303.14, King County, Washington",423,47,10,28,90,0,111,84,11,42,9,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330304011,"Block Group 1, Census Tract 304.01, King County, Washington",1143,59,279,47,166,127,132,12,50,271,60,0,0,0,0,0,0,0,0,60,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,61,29,0,0,32,0,0,0,0,0
1500000US530330304012,"Block Group 2, Census Tract 304.01, King County, Washington",1114,85,49,153,242,78,244,88,42,133,21,0,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,24,0,0,0,0,0,24,0,0,0
1500000US530330304013,"Block Group 3, Census Tract 304.01, King County, Washington",567,37,44,93,45,11,123,41,0,173,21,0,0,0,0,0,0,9,0,12,21,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330304014,"Block Group 4, Census Tract 304.01, King County, Washington",532,15,47,129,38,49,84,34,57,79,26,0,0,0,1,0,0,0,15,10,26,0,0,0,1,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330304015,"Block Group 5, Census Tract 304.01, King County, Washington",948,16,61,88,203,74,101,135,146,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,65,0,0,0,65,0,23,0,0,0,0,0,0,0,23,0
1500000US530330304031,"Block Group 1, Census Tract 304.03, King County, Washington",614,32,48,115,91,11,107,28,75,107,61,0,0,0,0,0,7,0,14,40,61,0,0,0,0,0,7,0,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0
1500000US530330304032,"Block Group 2, Census Tract 304.03, King County, Washington",893,34,41,98,116,19,166,93,113,213,96,0,0,0,0,0,0,0,0,96,96,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330304033,"Block Group 3, Census Tract 304.03, King County, Washington",680,58,45,68,87,60,114,42,86,120,49,0,0,0,0,0,0,0,9,40,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330304041,"Block Group 1, Census Tract 304.04, King County, Washington",1169,215,137,115,142,0,152,174,84,150,21,0,0,0,6,0,0,0,9,6,21,0,0,0,6,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,106,0,0,0,0,0,0,0,0,33,17,0,0,0,0,0,0,0,16
1500000US530330304042,"Block Group 2, Census Tract 304.04, King County, Washington",729,29,121,95,79,45,87,79,83,111,28,0,0,0,0,0,0,0,0,28,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330304043,"Block Group 3, Census Tract 304.04, King County, Washington",491,72,68,64,28,0,104,44,41,70,33,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330305011,"Block Group 1, Census Tract 305.01, King County, Washington",508,59,31,55,96,38,51,26,88,64,45,0,0,0,0,6,5,5,21,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,43,0,0,0,0,6,5,5,19,8,18,7,5,0,6,0,0,0,0,0,14,0,6,0,0,0,8,0,0,0
1500000US530330305012,"Block Group 2, Census Tract 305.01, King County, Washington",230,82,20,34,16,11,7,25,0,35,16,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,46,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
1500000US530330305031,"Block Group 1, Census Tract 305.03, King County, Washington",771,30,89,216,17,16,97,60,86,160,39,0,0,0,0,0,0,0,18,21,39,0,0,0,0,0,0,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17
1500000US530330305032,"Block Group 2, Census Tract 305.03, King County, Washington",1345,0,69,92,303,117,158,173,59,374,135,0,0,31,0,0,0,46,12,46,135,0,0,31,0,0,0,46,12,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,39,0,13,0,0,0,0,12,0,14
1500000US530330305041,"Block Group 1, Census Tract 305.04, King County, Washington",339,90,13,12,37,21,61,21,30,54,42,0,0,0,0,0,0,13,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,13,0,29,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330305042,"Block Group 2, Census Tract 305.04, King County, Washington",717,89,139,101,62,23,85,48,30,140,73,0,0,0,0,0,0,0,6,67,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,6,67,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330305043,"Block Group 3, Census Tract 305.04, King County, Washington",674,76,21,14,30,7,199,56,139,132,18,0,0,0,0,0,6,0,0,12,18,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
1500000US530330305044,"Block Group 4, Census Tract 305.04, King County, Washington",471,44,99,51,45,46,54,26,78,28,55,0,0,0,0,0,5,0,29,21,55,0,0,0,0,0,5,0,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330306001,"Block Group 1, Census Tract 306, King County, Washington",709,347,11,62,41,89,42,0,11,106,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,23,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330306002,"Block Group 2, Census Tract 306, King County, Washington",531,59,64,72,100,40,70,54,38,34,61,0,0,0,0,0,30,29,0,2,61,0,0,0,0,0,30,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330306003,"Block Group 3, Census Tract 306, King County, Washington",830,148,186,42,65,35,111,41,169,33,133,0,0,0,0,0,97,0,36,0,97,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,36,0,70,70,0,0,0,0,0,0,0,0,22,0,8,0,0,0,14,0,0,0
1500000US530330306004,"Block Group 4, Census Tract 306, King County, Washington",714,67,30,300,117,0,18,10,57,115,72,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,72,14,14,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0
1500000US530330307001,"Block Group 1, Census Tract 307, King County, Washington",368,34,114,21,52,10,71,0,12,54,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0
1500000US530330307002,"Block Group 2, Census Tract 307, King County, Washington",871,83,77,122,122,72,195,54,58,88,69,0,0,0,0,0,0,10,8,51,59,0,0,0,0,0,0,10,8,41,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,14,14,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0
1500000US530330307003,"Block Group 3, Census Tract 307, King County, Washington",625,52,86,94,133,37,46,62,11,104,9,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10
1500000US530330308011,"Block Group 1, Census Tract 308.01, King County, Washington",845,118,42,143,88,12,53,111,81,197,95,0,0,0,0,0,16,0,0,79,61,0,0,0,0,0,16,0,0,45,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330308012,"Block Group 2, Census Tract 308.01, King County, Washington",994,29,134,151,77,124,134,90,120,135,93,0,0,0,0,0,0,0,51,42,93,0,0,0,0,0,0,0,51,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330308013,"Block Group 3, Census Tract 308.01, King County, Washington",960,41,116,76,247,38,220,29,108,85,62,0,0,0,12,0,35,0,0,15,12,0,0,0,12,0,0,0,0,0,35,0,0,0,0,0,35,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0
1500000US530330308021,"Block Group 1, Census Tract 308.02, King County, Washington",731,38,232,31,61,41,95,47,69,117,62,0,0,0,0,0,9,0,0,53,37,0,0,0,0,0,9,0,0,28,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330308022,"Block Group 2, Census Tract 308.02, King County, Washington",519,19,33,73,120,39,47,56,40,92,9,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330308023,"Block Group 3, Census Tract 308.02, King County, Washington",415,15,56,51,72,14,99,11,22,75,63,0,0,0,0,0,11,11,0,41,52,0,0,0,0,0,11,0,0,41,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0
1500000US530330309011,"Block Group 1, Census Tract 309.01, King County, Washington",984,146,45,137,123,62,211,68,68,124,60,0,0,0,0,0,0,0,17,43,53,0,0,0,0,0,0,0,17,36,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,8
1500000US530330309012,"Block Group 2, Census Tract 309.01, King County, Washington",896,25,57,250,60,44,152,66,83,159,56,0,0,0,0,0,22,0,0,34,4,0,0,0,0,0,4,0,0,0,34,0,0,0,0,0,0,0,0,34,18,0,0,0,0,0,18,0,0,0,19,8,0,0,0,0,11,0,0,0,46,0,0,0,11,10,0,8,17,0
1500000US530330309021,"Block Group 1, Census Tract 309.02, King County, Washington",1163,54,92,270,227,23,136,71,128,162,11,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10
1500000US530330309022,"Block Group 2, Census Tract 309.02, King County, Washington",699,159,33,65,110,37,78,71,39,107,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330309023,"Block Group 3, Census Tract 309.02, King County, Washington",1283,52,190,128,271,126,244,37,104,131,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,33,0,37,18,0,19,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21
1500000US530330310001,"Block Group 1, Census Tract 310, King County, Washington",1472,103,51,189,113,108,293,98,290,227,98,0,0,0,0,0,0,18,21,59,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,18,21,50,25,17,0,0,8,0,0,0,0,0,54,9,0,0,0,0,10,0,25,10
1500000US530330310002,"Block Group 2, Census Tract 310, King County, Washington",918,39,110,91,105,48,206,65,87,167,96,0,0,10,20,0,0,0,10,56,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,76,0,0,10,0,0,0,0,10,56,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17
1500000US530330311001,"Block Group 1, Census Tract 311, King County, Washington",659,0,0,159,44,65,221,44,0,126,42,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330311002,"Block Group 2, Census Tract 311, King County, Washington",730,0,57,96,65,41,71,89,98,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17
1500000US530330311003,"Block Group 3, Census Tract 311, King County, Washington",1035,125,102,137,115,60,136,97,172,91,39,0,0,0,8,0,3,4,4,20,27,0,0,0,8,0,0,4,4,11,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,3,0,0,6,66,34,4,18,10,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0
1500000US530330311004,"Block Group 4, Census Tract 311, King County, Washington",386,16,48,22,41,8,116,17,62,56,9,0,0,0,0,0,0,4,0,5,9,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,34,2,0,0,0,0,0,0,25,7
1500000US530330311005,"Block Group 5, Census Tract 311, King County, Washington",482,24,24,62,62,6,77,39,79,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
1500000US530330312021,"Block Group 1, Census Tract 312.02, King County, Washington",896,37,75,123,112,64,118,101,118,148,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330312022,"Block Group 2, Census Tract 312.02, King County, Washington",336,97,26,4,61,0,52,0,0,96,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330312023,"Block Group 3, Census Tract 312.02, King County, Washington",545,26,89,12,29,50,86,79,70,104,32,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,32,26,26,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0
1500000US530330312024,"Block Group 4, Census Tract 312.02, King County, Washington",346,50,89,17,55,18,56,0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330312025,"Block Group 5, Census Tract 312.02, King County, Washington",312,118,45,56,23,5,9,3,6,47,6,0,2,0,0,0,0,3,0,1,5,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330312041,"Block Group 1, Census Tract 312.04, King County, Washington",394,20,0,65,19,17,54,112,63,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330312042,"Block Group 2, Census Tract 312.04, King County, Washington",604,12,26,59,87,76,119,52,72,101,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
